CurveID,CurveName,DataSource,Commodity,ProductOrMarket,Location,ContractType,PriceType,Granularity,PublicationFrequency,PublicationCalendar,Currency,CurveUnit,CurveType,UsageType,Description,OwnerRole,Destination,CurveStatus,SettlementTime,ProductCode,CreatedBy,CreatedDateTimeUtc,GMACurveID,TimeOfDay,Timezone,SurfaceContractType,SurfaceStrikeType
3718,G_HEREN_NBP_BOM_BID.GBP,Heren,Natural Gas,NBP,UK,OTC Natural Gas,Bid,BALANCE OF MONTH,Daily,UK Business Days,GBP,therm,Forward Curve,Analysis,Front Office Argus curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 18:40:06.577,NULL,NULL,NULL,NULL,NULL
3527,G_HEREN_NBP_DA_MID.GBP,Heren,Natural Gas,NBP,UK,OTC Natural Gas,Mid,DAY AHEAD,Daily,UK Business Days,GBP,therm,Forward Curve,Analysis,Front Office Argus curve ,ProductControl,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-23 19:50:07.793,NULL,NULL,NULL,NULL,NULL
5872,G_Heren_NBP_DA_Offer_All.GBP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DO NOT USE,ArcAdministrator,NULL,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2016-09-27 17:50:22.763,NULL,NULL,NULL,NULL,NULL
3616,G_HEREN_NBP_M_BID.EUR,Heren,Natural Gas,NBP,UK,OTC Natural Gas,Bid,MONTH,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-27 19:14:06.267,NULL,NULL,NULL,NULL,NULL
3667,G_HEREN_NBP_Q_MID.GBP,Heren,Natural Gas,NBP,UK,OTC Natural Gas,Mid,QUARTER,Daily,UK Business Days,GBP,therm,Forward Curve,Analysis,Front Office Argus curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 17:53:59.220,NULL,NULL,NULL,NULL,NULL
3668,G_HEREN_NBP_Q_OFFER.EUR,Heren,Natural Gas,NBP,UK,OTC Natural Gas,Offer,QUARTER,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 17:53:59.283,NULL,NULL,NULL,NULL,NULL
NULL,G_H_GTF-Hub-Quarterly.USD,House Curve,Natural Gas,GTF,Denmark,OTC Physical Gas,Mid,Quarterly,Daily,UK,USD,MWh,Forward Curve,Analysis,Gas house curve for cross commodity analysis,FrontOffice,ArcTimeSeries,Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6522,G_H_MGP.EUR,House Curve,Natural Gas,MGP,Hungary,OTC Physical Gas,Mid,90 Days + Months,Daily,UK,EUR,MWh,Forward Curve,EOD,NULL,ProductControl,ArcTimeSeries,Active,NULL,NULL,gazpromuk\pedavies,2017-08-16 17:04:48.563,NULL,NULL,NULL,NULL,NULL
NULL,G_H_Moffat_MSEC.Pnc,House Curve,Natural Gas,NULL,NULL,NULL,Regulatory Charge,NULL,NULL,NULL,NULL,NULL,Forward Curve,EOD,Automatic ARC rollover from previous at COP,ProductControl,ArcTimeSeries,Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
143,G_H_NBP.Pnc,House Curve,Natural Gas,NBP,UK,OTC Physical Gas,Mid,90 Days + Months,Daily,UK,Pnc,therm,Forward Curve,EOD,NULL,ProductControl,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2013-10-25 16:08:13.837,NULL,NULL,NULL,NULL,NULL
3916,G_H_NCG_LGAS-Hub-Monthly.EUR,House Curve,Natural Gas,NCG,Germany,OTC Physical Gas,Mid,Monthly,Daily,UK,EUR,MWh,Forward Curve,Analysis,ARC aggregated monthly curve from G_H_NCG_LGAS-Hub.EUR,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-06-04 16:21:32.170,NULL,NULL,NULL,NULL,NULL
133,G_H_NCG-Hub.EUR,House Curve,Natural Gas,NCG,Germany,OTC Physical Gas,Mid,90 Days + Months,Daily,UK,EUR,MWh,Forward Curve,EOD,NULL,ProductControl,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2013-10-25 16:06:05.300,NULL,NULL,NULL,NULL,NULL
1729,G_H_NCG-Hub-Annual.Pnc,House Curve,Natural Gas,NCG,Germany,OTC Physical Gas,Mid,Yearly,Daily,UK,Pnc,therm,Forward Curve,Analysis,Aggregated from FX converted House curve,FrontOffice,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2014-06-20 17:25:26.623,NULL,NULL,NULL,NULL,NULL
1732,G_H_NCG-Hub-Seasonal.EUR,House Curve,Natural Gas,NCG,Germany,OTC Physical Gas,Mid,Seasonal,Daily,UK,EUR,MWh,Forward Curve,Analysis,Aggregated from House forward,FrontOffice,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2014-06-20 17:25:26.530,NULL,NULL,NULL,NULL,NULL
NULL,G_H_NCG-Hub-Seasonal.USD,House Curve,Natural Gas,NCG,Germany,OTC Physical Gas,Mid,Seasonal,Daily,UK,USD,MWh,Forward Curve,Analysis,Gas house curve for cross commodity analysis,FrontOffice,ArcTimeSeries,Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4950,G_H_NGG_HEATIUK_NBP_ENTRY.GBP,House Curve,Natural Gas,NBP,UK,Heating,NULL,Daily,Daily,NULL,Pnc,therm,Forward Curve,EOD,Variable Flow Costs,ProductControl,ArcTimeSeries,Active,NULL,NULL,gazpromuk\smorgan,2016-02-26 10:02:59.023,NULL,NULL,NULL,NULL,NULL
132,G_H_GTF-Hub.EUR,House Curve,Natural Gas,GTF,Denmark,OTC Physical Gas,Mid,90 Days + Months,Daily,UK,EUR,MWh,Forward Curve,EOD,NULL,ProductControl,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2013-10-25 16:05:55.313,NULL,NULL,NULL,NULL,NULL
1704,G_H_NBP-Quarterly.Pnc,House Curve,Natural Gas,NBP,UK,OTC Physical Gas,Mid,Quarterly,Daily,UK,Pnc,therm,Forward Curve,Analysis,Aggregated from House forward,FrontOffice,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2014-06-20 12:00:38.837,NULL,NULL,NULL,NULL,NULL
1701,G_H_NBP-Seasonal.EUR,House Curve,Natural Gas,NBP,UK,OTC Physical Gas,Mid,Seasonal,Daily,UK,EUR,MWh,Forward Curve,Analysis,Aggregated from FX converted House curve,FrontOffice,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2014-06-20 12:00:38.897,NULL,NULL,NULL,NULL,NULL
1733,G_H_NCG-Hub-Annual.EUR,House Curve,Natural Gas,NCG,Germany,OTC Physical Gas,Mid,Yearly,Daily,UK,EUR,MWh,Forward Curve,Analysis,Aggregated from House forward,FrontOffice,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2014-06-20 17:25:26.547,NULL,NULL,NULL,NULL,NULL
NULL,G_H_NCG-Hub-Annual.USD,House Curve,Natural Gas,NCG,Germany,OTC Physical Gas,Mid,Annual,Daily,UK,USD,MWh,Forward Curve,Analysis,Gas house curve for cross commodity analysis,FrontOffice,ArcTimeSeries,Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1730,G_H_NCG-Hub-Monthly.EUR,House Curve,Natural Gas,NCG,Germany,OTC Physical Gas,Mid,Monthly,Daily,UK,EUR,MWh,Forward Curve,Analysis,Aggregated from House forward,FrontOffice,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2014-06-20 17:25:26.513,NULL,NULL,NULL,NULL,NULL
1728,G_H_NCG-Hub-Seasonal.Pnc,House Curve,Natural Gas,NCG,Germany,OTC Physical Gas,Mid,Seasonal,Daily,UK,Pnc,therm,Forward Curve,Analysis,Aggregated from FX converted House curve,FrontOffice,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2014-06-20 17:25:26.607,NULL,NULL,NULL,NULL,NULL
4081,G_H_OTE_VTP_Storage.EUR,Analyst Curve,Natural Gas,OTE,Czech,OTC Physical Gas,Mid,Daily,Daily,UK,EUR,MWh,Forward Curve,Analysis,ARC Derived Curve from House Curve. Displays forward points with price changes,ProductControl,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-07-24 16:15:23.707,NULL,NULL,NULL,NULL,NULL
6063,G_H_OTE_VTP-Annual.EUR,House Curve,Natural Gas,OTE,Czech,OTC Physical Gas,Mid,Yearly,Daily,UK,EUR,MWh,Forward Curve,Analysis,Aggregated from House forward,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\msnowdon,2016-12-20 18:33:05.783,NULL,NULL,NULL,NULL,NULL
7164,G_COALBED_NBS_JIANGXI_OUTPUT_GROWTH,National Bureau of Statistics of China,Natural Gas,Coalbed Gas,Jiangxi,Output Growth Rate,NULL,Monthly,Monthly,NULL,NULL,%,Fundamental Data,Analysis,Output of Energy Products - NBS China. Growth Rate (The same period last year=100)(%),FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2017-11-21 13:18:59.867,NULL,NULL,NULL,NULL,NULL
7095,G_COALBED_NBS_JILIN_OUTPUT,National Bureau of Statistics of China,Natural Gas,Coalbed Gas,Jilin,Output,NULL,Monthly,Monthly,NULL,NULL,100 mcm,Fundamental Data,Analysis,Output of Energy Products - NBS China,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2017-11-21 13:18:22.990,NULL,NULL,NULL,NULL,NULL
7188,G_COALBED_NBS_JILIN_OUTPUT_ACC_GROWTH,National Bureau of Statistics of China,Natural Gas,Coalbed Gas,Jilin,Accumulated Output Growth Rate,NULL,Monthly,Monthly,NULL,NULL,%,Fundamental Data,Analysis,Output of Energy Products - NBS China,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2017-11-21 13:19:12.750,NULL,NULL,NULL,NULL,NULL
7094,G_COALBED_NBS_LIAONING_OUTPUT,National Bureau of Statistics of China,Natural Gas,Coalbed Gas,Liaoning,Output,NULL,Monthly,Monthly,NULL,NULL,100 mcm,Fundamental Data,Analysis,Output of Energy Products - NBS China,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2017-11-21 13:18:22.487,NULL,NULL,NULL,NULL,NULL
7146,G_COALBED_NBS_SHAANXI_OUTPUT_ACC,National Bureau of Statistics of China,Natural Gas,Coalbed Gas,Shaanxi,Accumulated Output,NULL,Monthly,Monthly,NULL,NULL,100 mcm,Fundamental Data,Analysis,Output of Energy Products - NBS China,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2017-11-21 13:18:50.103,NULL,NULL,NULL,NULL,NULL
7177,G_COALBED_NBS_SHAANXI_OUTPUT_GROWTH,National Bureau of Statistics of China,Natural Gas,Coalbed Gas,Shaanxi,Output Growth Rate,NULL,Monthly,Monthly,NULL,NULL,%,Fundamental Data,Analysis,Output of Energy Products - NBS China. Growth Rate (The same period last year=100)(%),FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2017-11-21 13:19:06.837,NULL,NULL,NULL,NULL,NULL
7092,G_COALBED_NBS_SHANXI_OUTPUT,National Bureau of Statistics of China,Natural Gas,Coalbed Gas,Shanxi,Output,NULL,Monthly,Monthly,NULL,NULL,100 mcm,Fundamental Data,Analysis,Output of Energy Products - NBS China,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2017-11-21 13:18:21.583,NULL,NULL,NULL,NULL,NULL
7185,G_COALBED_NBS_SHANXI_OUTPUT_ACC_GROWTH,National Bureau of Statistics of China,Natural Gas,Coalbed Gas,Shanxi,Accumulated Output Growth Rate,NULL,Monthly,Monthly,NULL,NULL,%,Fundamental Data,Analysis,Output of Energy Products - NBS China,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2017-11-21 13:19:11.043,NULL,NULL,NULL,NULL,NULL
7204,G_COALBED_NBS_SICHUAN_OUTPUT_ACC_GROWTH,National Bureau of Statistics of China,Natural Gas,Coalbed Gas,Sichuan,Accumulated Output Growth Rate,NULL,Monthly,Monthly,NULL,NULL,%,Fundamental Data,Analysis,Output of Energy Products - NBS China,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2017-11-21 13:19:22.033,NULL,NULL,NULL,NULL,NULL
7173,G_COALBED_NBS_SICHUAN_OUTPUT_GROWTH,National Bureau of Statistics of China,Natural Gas,Coalbed Gas,Sichuan,Output Growth Rate,NULL,Monthly,Monthly,NULL,NULL,%,Fundamental Data,Analysis,Output of Energy Products - NBS China. Growth Rate (The same period last year=100)(%),FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2017-11-21 13:19:04.627,NULL,NULL,NULL,NULL,NULL
7212,G_COALBED_NBS_XINJIANG_OUTPUT_ACC_GROWTH,National Bureau of Statistics of China,Natural Gas,Coalbed Gas,Xinjiang,Accumulated Output Growth Rate,NULL,Monthly,Monthly,NULL,NULL,%,Fundamental Data,Analysis,Output of Energy Products - NBS China,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2017-11-21 13:19:26.450,NULL,NULL,NULL,NULL,NULL
7144,G_COALBED_NBS_YUNNAN_OUTPUT_ACC,National Bureau of Statistics of China,Natural Gas,Coalbed Gas,Yunnan,Accumulated Output,NULL,Monthly,Monthly,NULL,NULL,100 mcm,Fundamental Data,Analysis,Output of Energy Products - NBS China,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2017-11-21 13:18:49.010,NULL,NULL,NULL,NULL,NULL
NULL,G_EEX_GPL_REF_DAILY.EUR,EEX,Natural Gas,Gaspool,Germany,NULL,Settle,Daily,Daily,EEX,EUR,MWh,Settlement Price,Analysis,NULL,ProductControl,NULL,Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9598,G_ENECHO_JAPAN_CONSUMPTION_FOR_GASIFICATION,ENECHO METI,Natural Gas,NULL,Japan,Consumption for Gasification,NULL,Monthly,Monthly,NULL,NULL,cm,Fundamental Data,Analysis,ENECHO METI non power statistics - Natural Gas consumption for gasification,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2018-02-01 16:04:10.227,NULL,NULL,NULL,NULL,NULL
9572,G_ENECHO_JAPAN_GAS_PRODUCTION,ENECHO METI,Natural Gas,NULL,Japan,Gas Production Amount,NULL,Monthly,Monthly,NULL,NULL,1000 MJ,Fundamental Data,Analysis,ENECHO METI non power statistics - Natural gas production,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2018-02-01 16:03:53.887,NULL,NULL,NULL,NULL,NULL
9574,G_ENECHO_JAPAN_GAS_PURCHASE_UTILITIES,ENECHO METI,Natural Gas,NULL,Japan,Gas Purchase Amount,NULL,Monthly,Monthly,NULL,NULL,1000 MJ,Fundamental Data,Analysis,ENECHO METI non power statistics - Natural gas purchase,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2018-02-01 16:03:55.187,NULL,NULL,NULL,NULL,NULL
1751,G_H_PEG-Sud-Annual.EUR,House Curve,Natural Gas,PEG-Sud,France,OTC Physical Gas,Mid,Yearly,Daily,UK,EUR,MWh,Forward Curve,Analysis,Aggregated from House forward,FrontOffice,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2014-06-20 17:25:32.767,NULL,NULL,NULL,NULL,NULL
141,G_H_PEG-TIGF.EUR,House Curve,Natural Gas,PEG-TIGF,France,OTC Physical Gas,Mid,90 Days + Months,Daily,UK,EUR,MWh,Forward Curve,EOD,NULL,ProductControl,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2013-10-25 16:07:49.670,NULL,NULL,NULL,NULL,NULL
NULL,G_H_PEG-TIGF-Annual.USD,House Curve,Natural Gas,PEG-TIGF,France,OTC Physical Gas,Mid,Annual,Daily,UK,USD,MWh,Forward Curve,Analysis,Gas house curve for cross commodity analysis,FrontOffice,ArcTimeSeries,Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1785,G_H_PEG-TIGF-Quarterly.EUR,House Curve,Natural Gas,PEG-TIGF,France,OTC Physical Gas,Mid,Quarterly,Daily,UK,EUR,MWh,Forward Curve,Analysis,Aggregated from House forward,FrontOffice,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2014-06-20 17:27:30.907,NULL,NULL,NULL,NULL,NULL
1786,G_H_PEG-TIGF-Seasonal.EUR,House Curve,Natural Gas,PEG-TIGF,France,OTC Physical Gas,Mid,Seasonal,Daily,UK,EUR,MWh,Forward Curve,Analysis,Aggregated from House forward,FrontOffice,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2014-06-20 17:27:30.923,NULL,NULL,NULL,NULL,NULL
NULL,G_H_PSV-Quarterly.USD,House Curve,Natural Gas,PSV,Italy,OTC Physical Gas,Mid,Quarterly,Daily,UK,USD,MWh,Forward Curve,Analysis,Gas house curve for cross commodity analysis,FrontOffice,ArcTimeSeries,Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1714,G_H_PSV-Seasonal.EUR,House Curve,Natural Gas,PSV,Italy,OTC Physical Gas,Mid,Seasonal,Daily,UK,EUR,MWh,Forward Curve,Analysis,Aggregated from House forward,FrontOffice,ArcTimeSeries,Active,NULL,NULL,GAZPROMUK\svc_arcservice_prod,2014-06-20 12:06:00.053,NULL,NULL,NULL,NULL,NULL
5680,G_H_Slovak-VTP.Pnc,House Curve,Natural Gas,VTP,Slovakia,OTC Physical Gas,Mid,Daily,NULL,NULL,GBP,therm,Forward Curve,Analysis,ARC converted curve from G_H_Slovak-VTP.EUR,ProductControl,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2016-09-21 18:31:41.107,NULL,NULL,NULL,NULL,NULL
5884,G_H_Slovak-VTP-Annual.Pnc,House Curve,Natural Gas,Slovak-VTP,Slovakia,OTC Natural Gas,Mid,Annual,Daily,UK,GBP,therm,Forward Curve,Analysis,,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2016-09-28 13:22:32.250,NULL,NULL,NULL,NULL,NULL
6138,G_HEREN_PEG-SUD_S_OFFER.EUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ProductControl,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2017-02-09 16:15:11.587,NULL,NULL,NULL,NULL,NULL
3731,G_HEREN_PSV_BOM_OFFER.EUR,Heren,Natural Gas,PSV,Italy,OTC Natural Gas,Offer,BALANCE OF MONTH,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 18:40:36.633,NULL,NULL,NULL,NULL,NULL
3707,G_HEREN_PSV_S_MID.EUR,Heren,Natural Gas,PSV,Italy,OTC Natural Gas,Mid,SEASON,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 18:22:42.630,NULL,NULL,NULL,NULL,NULL
3565,G_HEREN_PSV_Y_OFFER.EUR,Heren,Natural Gas,PSV,Italy,OTC Natural Gas,Offer,CALENDAR YEAR,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-26 19:01:45.377,NULL,NULL,NULL,NULL,NULL
3734,G_HEREN_TTF_BOM_OFFER.EUR,Heren,Natural Gas,TTF,Netherlands,OTC Natural Gas,Offer,BALANCE OF MONTH,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 18:40:43.367,NULL,NULL,NULL,NULL,NULL
5184,G_HEREN_TTF_DA_MID_PROMPT.EUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ProductControl,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2016-04-28 12:13:54.380,NULL,NULL,NULL,NULL,NULL
5874,G_Heren_TTF_DA_Offer_All.EUR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DO NOT USE,ArcAdministrator,NULL,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2016-09-27 17:50:25.573,NULL,NULL,NULL,NULL,NULL
3636,G_HEREN_TTF_M_OFFER.EUR,Heren,Natural Gas,TTF,Netherlands,OTC Natural Gas,Offer,MONTH,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-27 19:14:45.813,NULL,NULL,NULL,NULL,NULL
3655,G_HEREN_TTF_Q_BID.EUR,Heren,Natural Gas,TTF,Netherlands,OTC Natural Gas,Bid,QUARTER,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 17:53:57.043,NULL,NULL,NULL,NULL,NULL
5113,G_HEREN_TTF_Y17Y18_MID.EUR,Heren,Natural Gas,TTF,Netherlands,OTC Physical Gas,Mid,Yearly,NULL,Heren,EUR,EUR,Settlement Price,Analysis,Contract Index for Gasterra deal. Setup for Front Office needs.,FrontOffice,ArcTimeSeries,Active,NULL,NULL,gazpromuk\svc_arcservice_prod,2016-04-13 13:46:47.197,NULL,NULL,NULL,NULL,NULL
3691,G_HEREN_NBP_S_BID.EUR,Heren,Natural Gas,NBP,UK,OTC Natural Gas,Bid,SEASON,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 18:21:27.843,NULL,NULL,NULL,NULL,NULL
3723,G_HEREN_NCG_BOM_BID.EUR,Heren,Natural Gas,NCG,Germany,OTC Natural Gas,Bid,BALANCE OF MONTH,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 18:40:18.107,NULL,NULL,NULL,NULL,NULL
3724,G_HEREN_NCG_BOM_MID.EUR,Heren,Natural Gas,NCG,Germany,OTC Natural Gas,Mid,BALANCE OF MONTH,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 18:40:20.330,NULL,NULL,NULL,NULL,NULL
3623,G_HEREN_NCG_M_MID.EUR,Heren,Natural Gas,NCG,Germany,OTC Natural Gas,Mid,MONTH,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-27 19:14:20.160,NULL,NULL,NULL,NULL,NULL
3664,G_HEREN_NCG_Q_BID.EUR,Heren,Natural Gas,NCG,Germany,OTC Natural Gas,Bid,QUARTER,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 17:53:58.620,NULL,NULL,NULL,NULL,NULL
3694,G_HEREN_NCG_S_BID.EUR,Heren,Natural Gas,NCG,Germany,OTC Natural Gas,Bid,SEASON,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 18:21:34.700,NULL,NULL,NULL,NULL,NULL
3705,G_HEREN_NCG_S_MID.EUR,Heren,Natural Gas,NCG,Germany,OTC Natural Gas,Mid,SEASON,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 18:22:36.867,NULL,NULL,NULL,NULL,NULL
3519,G_HEREN_PEG-NORD_DA_OFFER.EUR,Heren,Natural Gas,PEG NORD,France,OTC Natural Gas,Offer,DAY AHEAD,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-23 19:50:03.710,NULL,NULL,NULL,NULL,NULL
3600,G_HEREN_PEG-NORD_WE_OFFER.EUR,Heren,Natural Gas,PEG NORD,France,OTC Natural Gas,Offer,WEEKEND,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-27 13:47:46.830,NULL,NULL,NULL,NULL,NULL
3736,G_HEREN_ZEEBRUGGE_BOM_BID.GBP,Heren,Natural Gas,Zeebrugge,Belgium,OTC Natural Gas,Bid,BALANCE OF MONTH,Daily,UK Business Days,GBP,therm,Forward Curve,Analysis,Front Office Argus curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 18:40:48.227,NULL,NULL,NULL,NULL,NULL
3739,G_HEREN_ZEEBRUGGE_BOM_OFFER.EUR,Heren,Natural Gas,Zeebrugge,Belgium,OTC Natural Gas,Offer,BALANCE OF MONTH,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 18:40:54.877,NULL,NULL,NULL,NULL,NULL
3740,G_HEREN_ZEEBRUGGE_BOM_OFFER.GBP,Heren,Natural Gas,Zeebrugge,Belgium,OTC Natural Gas,Offer,BALANCE OF MONTH,Daily,UK Business Days,GBP,therm,Forward Curve,Analysis,Front Office Argus curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-30 18:40:57.087,NULL,NULL,NULL,NULL,NULL
3515,G_HEREN_ZEEBRUGGE_DA_MID.EUR,Heren,Natural Gas,Zeebrugge,Belgium,OTC Natural Gas,Mid,DAY AHEAD,Daily,UK Business Days,EUR,MWh,Forward Curve,Analysis,Front Office Heren curve ,FrontOffice,ArcTimeSeries,NULL,NULL,NULL,gazpromuk\svc_arcservice_prod,2015-03-23 19:49:58.260,NULL,NULL,NULL,NULL,NULL
